Keyword,Currency,Avg. monthly searches,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Search_Volume_Category,Product_Category,Competition_Category,normalized_searches,normalized_competition,Opportunity_Score,Opportunity_Category
coach travel backpack,INR,500,0.0,0.0,High,100.0,49.64,149.77,Least Frequently Visited,backpacks,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet duffle bag,INR,500,0.0,0.0,High,100.0,102.7,256.74,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach new york bag,INR,5000,0.0,0.0,High,100.0,99.27,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
blue coach wallet,INR,5000,0.0,0.0,High,100.0,71.03,149.77,Moderate Visits,wallets,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach floral wallet,INR,5000,0.0,0.0,High,100.0,21.33,97.56,Moderate Visits,wallets,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach black tote bag,INR,5000,0.0,0.0,High,100.0,94.14,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach outlet deals,INR,50000,0.0,9.0,High,100.0,38.63,256.74,Moderate Visits,general_coach,High,0.01,1.0,-39.4,Low Opportunity
coach outlet men's wallet,INR,5000,0.0,0.0,High,100.0,123.24,256.74,Moderate Visits,wallets,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach leather crossbody,INR,500,0.0,0.0,High,100.0,86.86,149.77,Least Frequently Visited,crossbody_bags,High,0.0001,1.0,-39.994,Low Opportunity
large coach bag,INR,5000,0.0,0.0,High,100.0,26.53,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach site,INR,500,0.0,0.0,High,79.0,149.77,831.85,Least Frequently Visited,general_coach,High,0.0001,0.79,-31.594000000000005,Low Opportunity
coach outlet los angeles,INR,5000,0.0,0.0,High,100.0,26.53,106.12,Moderate Visits,general_coach,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach store online,INR,500,0.0,0.0,High,95.0,29.1,149.77,Least Frequently Visited,general_coach,High,0.0001,0.95,-37.994,Low Opportunity
coach crossbody bag outlet,INR,5000,0.0,0.0,High,100.0,48.1,256.74,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
men's coach crossbody,INR,5000,0.0,0.0,High,100.0,82.16,149.77,Moderate Visits,crossbody_bags,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach shopping bag,INR,500,0.0,0.0,High,100.0,80.45,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach brown crossbody,INR,5000,0.0,0.0,High,100.0,26.53,90.72,Moderate Visits,crossbody_bags,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach side purse,INR,500,0.0,0.0,High,100.0,66.01,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach white handbag,INR,50000,0.0,0.0,High,100.0,95.85,149.77,Moderate Visits,handbags_purses,High,0.01,1.0,-39.4,Low Opportunity
city tote,INR,500,0.0,0.0,High,100.0,49.64,180.58,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coachou,INR,5000000,0.0,0.0,High,100.0,51.35,51.35,High User Searched,general_coach,High,1.0,1.0,19.999999999999996,Low Opportunity
coach warehouse,INR,5000,0.0,0.0,Medium,49.0,0.86,35.94,Moderate Visits,general_coach,Medium,0.001,0.49,-19.540000000000003,Low Opportunity
coach purses clearance,INR,5000,0.0,0.0,High,100.0,25.67,171.16,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach large tote bag,INR,5000,0.0,0.0,High,100.0,31.67,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach big bags,INR,5000,0.0,0.0,High,100.0,26.53,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach summer purses,INR,5000,0.0,0.0,High,100.0,21.4,91.57,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach usa online,INR,500,0.0,0.0,High,88.0,149.77,149.77,Least Frequently Visited,general_coach,High,0.0001,0.88,-35.194,Low Opportunity
coach outlet new york,INR,5000,0.0,0.0,High,100.0,23.96,150.62,Moderate Visits,general_coach,High,0.001,1.0,-39.940000000000005,Low Opportunity
men's coach shoes clearance,INR,500,0.0,0.0,High,100.0,22.25,256.74,Least Frequently Visited,shoes,High,0.0001,1.0,-39.994,Low Opportunity
coach round bag,INR,500,0.0,0.0,High,100.0,25.67,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet briefcase,INR,500,0.0,0.0,High,100.0,131.8,256.74,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet men's bag,INR,5000,9.0,0.0,High,100.0,160.89,256.74,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach slippers mens,INR,5000,0.0,0.0,High,100.0,62.47,256.74,Moderate Visits,shoes,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach body bag for men,INR,500,0.0,0.0,High,100.0,89.44,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach small tote,INR,5000,0.0,0.0,High,100.0,26.53,121.53,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
large coach purse,INR,5000,0.0,0.0,High,100.0,26.53,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach outlet online coach factory outlet,INR,50000,-0.9,-0.9,High,100.0,57.34,256.74,Moderate Visits,general_coach,High,0.01,1.0,-39.4,Low Opportunity
green coach crossbody,INR,500,0.0,0.0,High,100.0,24.82,147.2,Least Frequently Visited,crossbody_bags,High,0.0001,1.0,-39.994,Low Opportunity
red coach backpack,INR,500,0.0,0.0,High,100.0,,,Least Frequently Visited,backpacks,High,0.0001,1.0,-39.994,Low Opportunity
coach surprise sale,INR,50,0.0,0.0,High,100.0,28.24,184.86,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
coach outlet luggage,INR,500,0.0,0.0,High,100.0,32.52,256.74,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
coach on line,INR,50,0.0,0.0,High,95.0,37.66,149.77,Least Frequently Visited,general_coach,High,1e-05,0.95,-37.9994,Low Opportunity
coach outlet black purse,INR,500,0.0,0.0,High,100.0,83.87,256.74,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
grey coach purse,INR,5000,0.0,0.0,High,100.0,26.53,117.25,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
men's coach bags clearance,INR,500,0.0,-0.9,High,94.0,,,Least Frequently Visited,handbags_purses,High,0.0001,0.94,-37.594,Low Opportunity
coach cross body bag mens,INR,50,0.0,0.0,High,100.0,126.66,149.77,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach outlet pink purse,INR,5000,9.0,9.0,High,100.0,57.34,240.48,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach large wallet,INR,500,0.0,0.0,High,100.0,20.54,84.73,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
coach city tote in signature canvas,INR,500,0.0,0.0,High,100.0,47.93,241.34,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
brown coach wallet,INR,5000,0.0,0.0,High,100.0,99.27,149.77,Moderate Visits,wallets,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach outlet reviews,INR,500,0.0,0.0,High,99.0,171.16,256.74,Least Frequently Visited,general_coach,High,0.0001,0.99,-39.594,Low Opportunity
coach outlet san diego,INR,5000,9.0,9.0,High,100.0,33.38,123.24,Moderate Visits,general_coach,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach white crossbody bag,INR,500,0.0,0.0,High,100.0,21.4,116.39,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach official,INR,500,0.0,0.0,High,100.0,149.77,149.77,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
teal coach purse,INR,500,9.0,9.0,High,100.0,19.68,115.26,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach summer bags,INR,5000,0.0,0.0,High,100.0,21.4,91.57,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
black coach bag crossbody,INR,5000,0.0,0.0,High,100.0,74.46,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach mens side bag,INR,500,0.0,0.0,High,100.0,99.27,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
light blue coach purse,INR,5000,0.0,0.0,High,100.0,21.7,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach outlet mall,INR,5000000,0.0,0.0,High,100.0,29.95,29.95,High User Searched,general_coach,High,1.0,1.0,19.999999999999996,Low Opportunity
blue coach backpack,INR,500,0.0,0.0,High,100.0,23.11,106.85,Least Frequently Visited,backpacks,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet men's shoes,INR,500,0.0,0.0,High,100.0,121.53,256.74,Least Frequently Visited,shoes,High,0.0001,1.0,-39.994,Low Opportunity
coach men's laptop bag,INR,5000,0.0,0.0,High,100.0,55.63,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach flower wallet,INR,500,0.0,-0.9,High,100.0,21.4,96.71,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
burgundy coach purse,INR,5000,0.0,0.0,High,100.0,25.39,116.96,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
nearest coach outlet,INR,5000,9.0,9.0,High,100.0,58.2,256.74,Moderate Visits,general_coach,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach outlet shoes sale,INR,500,-0.9,-0.9,High,100.0,23.69,246.47,Least Frequently Visited,shoes,High,0.0001,1.0,-39.994,Low Opportunity
tote bag outlet,INR,500,0.0,0.0,High,100.0,32.98,151.48,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
women's coach crossbody,INR,5000,0.0,0.0,High,100.0,55.63,149.77,Moderate Visits,crossbody_bags,High,0.001,1.0,-39.940000000000005,Low Opportunity
tan coach purse,INR,5000,0.0,0.0,High,100.0,32.52,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach outlet backpack mens,INR,500,0.0,0.0,High,100.0,164.32,256.74,Least Frequently Visited,backpacks,High,0.0001,1.0,-39.994,Low Opportunity
coach discount outlet,INR,5000,9.0,9.0,High,99.0,35.94,256.74,Moderate Visits,general_coach,High,0.001,0.99,-39.540000000000006,Low Opportunity
coach discount store,INR,500,0.0,0.0,High,100.0,29.95,204.54,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
mens coach sneakers,INR,500,0.0,0.0,High,100.0,82.16,149.77,Least Frequently Visited,shoes,High,0.0001,1.0,-39.994,Low Opportunity
coach wallet women sale,INR,500,0.0,0.0,High,100.0,22.25,149.77,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
coach products,INR,500,0.0,0.0,Medium,51.0,149.77,149.77,Least Frequently Visited,general_coach,Medium,0.0001,0.51,-20.394000000000002,Low Opportunity
mini coach wallet,INR,5000,0.0,0.0,High,100.0,53.49,149.77,Moderate Visits,wallets,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach leather crossbody bag,INR,500,0.0,9.0,High,100.0,35.94,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach purple wallet,INR,5000,9.0,0.0,High,100.0,31.67,149.77,Moderate Visits,wallets,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach beige purse,INR,5000,0.0,0.0,High,100.0,22.25,97.56,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
cross body coach bag,INR,500,0.0,0.0,High,100.0,57.34,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach messenger bag crossbody,INR,500,0.0,0.0,High,100.0,62.47,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach canvas crossbody bag,INR,500,0.0,0.0,High,100.0,18.21,45.36,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet handbags sale,INR,5000,0.0,0.0,High,100.0,35.26,240.48,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
brown coach crossbody,INR,5000,0.0,0.0,High,100.0,26.53,90.72,Moderate Visits,crossbody_bags,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach outlet white purse,INR,500,0.0,0.0,High,100.0,81.3,247.33,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach 75 off,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
c0ach outlet,INR,50,0.0,0.0,High,100.0,81.3,256.74,Least Frequently Visited,other,High,1e-05,1.0,-39.9994,Low Opportunity
coach leather tote bag,INR,5000,0.0,0.0,High,100.0,73.6,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
pink coach tote bag,INR,5000,9.0,9.0,High,100.0,16.26,67.61,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach outlet women's shoes,INR,500,0.0,0.0,High,100.0,36.8,246.47,Least Frequently Visited,shoes,High,0.0001,1.0,-39.994,Low Opportunity
cream coach purse,INR,5000,0.0,0.0,High,100.0,30.81,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach bags near me,INR,5000,0.0,0.0,High,100.0,20.54,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach outlet messenger bag,INR,500,0.0,0.0,High,100.0,75.76,218.23,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
navy coach purse,INR,5000,0.0,9.0,High,100.0,30.81,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach shoulder bag men,INR,5000,0.0,0.0,High,100.0,46.21,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach leather messenger bag,INR,500,0.0,0.0,High,100.0,46.21,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach backpack large,INR,5000,0.0,0.0,High,100.0,28.49,149.77,Moderate Visits,backpacks,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach new collection,INR,5000,9.0,9.0,High,100.0,149.77,149.77,Moderate Visits,general_coach,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach factory outlet sale,INR,500000,0.0,0.0,High,100.0,41.93,256.74,High User Searched,general_coach,High,0.1,1.0,-34.0,Low Opportunity
coach outfit,INR,5000,0.0,0.0,High,90.0,53.06,149.77,Moderate Visits,general_coach,High,0.001,0.9,-35.940000000000005,Low Opportunity
coach outlet sling bag,INR,5000,0.0,0.0,High,100.0,59.05,234.49,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach white backpack,INR,500,0.0,0.0,High,100.0,21.4,180.58,Least Frequently Visited,backpacks,High,0.0001,1.0,-39.994,Low Opportunity
coach cream crossbody bag,INR,500,0.0,0.0,High,100.0,17.97,125.8,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach crossbody purse sale,INR,5000,0.0,0.0,High,100.0,17.12,106.12,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
tote coach outlet,INR,5000,0.0,0.0,High,100.0,86.44,256.74,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach mini backpack purse,INR,500,0.0,0.0,High,98.0,19.68,149.77,Least Frequently Visited,handbags_purses,High,0.0001,0.98,-39.194,Low Opportunity
black leather coach purse,INR,5000,0.0,0.0,High,100.0,79.59,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach outlet travel bag,INR,500,0.0,0.0,High,100.0,71.89,256.74,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet official site,INR,500,0.0,0.0,High,100.0,119.81,256.74,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
tan coach bag,INR,5000,0.0,0.0,High,100.0,32.52,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach men's backpack outlet,INR,500,0.0,0.0,High,100.0,130.94,256.74,Least Frequently Visited,backpacks,High,0.0001,1.0,-39.994,Low Opportunity
mini coach crossbody,INR,5000,0.0,0.0,High,100.0,70.88,149.77,Moderate Visits,crossbody_bags,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach designer bags,INR,500,0.0,0.0,High,100.0,59.05,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet mini backpack,INR,500,9.0,0.0,High,95.0,62.47,213.1,Least Frequently Visited,backpacks,High,0.0001,0.95,-37.994,Low Opportunity
coach small crossbody bag,INR,5000,0.0,9.0,High,100.0,45.36,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach sling backpack,INR,500,0.0,0.0,High,100.0,23.11,149.77,Least Frequently Visited,backpacks,High,0.0001,1.0,-39.994,Low Opportunity
coach retail store,INR,5000,0.0,0.0,High,100.0,149.77,149.77,Moderate Visits,general_coach,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach hoodie women's,INR,500,0.0,0.0,High,100.0,17.12,137.79,Least Frequently Visited,accessories,High,0.0001,1.0,-39.994,Low Opportunity
coach trifold wallet women's,INR,500,0.0,0.0,High,100.0,25.67,98.42,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
women's coach bags on sale,INR,500,0.0,9.0,High,98.0,22.68,126.66,Least Frequently Visited,handbags_purses,High,0.0001,0.98,-39.194,Low Opportunity
green coach backpack,INR,500,0.0,0.0,High,100.0,,,Least Frequently Visited,backpacks,High,0.0001,1.0,-39.994,Low Opportunity
pink coach handbag,INR,50000,9.0,9.0,High,100.0,67.61,149.77,Moderate Visits,handbags_purses,High,0.01,1.0,-39.4,Low Opportunity
coach outlet red purse,INR,500,0.0,0.0,High,100.0,82.16,256.74,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach compact wallet,INR,500,0.0,0.0,High,100.0,82.16,149.77,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet crossbody black,INR,500,0.0,0.0,High,100.0,59.05,256.74,Least Frequently Visited,crossbody_bags,High,0.0001,1.0,-39.994,Low Opportunity
coach black leather backpack,INR,500,0.0,0.0,High,100.0,27.01,113.82,Least Frequently Visited,backpacks,High,0.0001,1.0,-39.994,Low Opportunity
coach square bag,INR,500,0.0,0.0,High,100.0,22.25,95.0,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach white tote,INR,5000,0.0,-0.9,High,100.0,23.96,130.08,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
new coach purses,INR,50000,0.0,9.0,High,100.0,120.67,149.77,Moderate Visits,handbags_purses,High,0.01,1.0,-39.4,Low Opportunity
coach 70 off sale,INR,500,0.0,0.0,High,97.0,26.53,209.67,Least Frequently Visited,general_coach,High,0.0001,0.97,-38.794000000000004,Low Opportunity
coach orange crossbody bag,INR,500,0.0,0.0,High,96.0,,,Least Frequently Visited,handbags_purses,High,0.0001,0.96,-38.394,Low Opportunity
colorful coach purse,INR,5000,0.0,0.0,High,100.0,27.39,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach red tote,INR,500,0.0,0.0,High,100.0,82.16,189.19,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach satchel mens,INR,500,0.0,0.0,High,100.0,38.51,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet backpack purse,INR,500,9.0,0.0,High,100.0,31.67,188.28,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach messenger,INR,500,0.0,0.0,High,100.0,108.69,149.77,Least Frequently Visited,crossbody_bags,High,0.0001,1.0,-39.994,Low Opportunity
coach signature wallet,INR,500,0.0,0.0,High,99.0,25.67,79.59,Least Frequently Visited,wallets,High,0.0001,0.99,-39.594,Low Opportunity
navy coach bag,INR,5000,0.0,9.0,High,100.0,30.81,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach tote handbags,INR,5000,0.0,9.0,High,100.0,48.7,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach men purse,INR,500,0.0,0.0,High,100.0,89.0,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
